review,rating,sentiment,split
"I consider this film to be the best one about Mike Hammer, with Biff Elliott's performance the definitive Mike Hammer. Harry Essex's script is excellent and contains many improvements on Mickey Spillane's novel. His direction is strong and imaginative, and he makes fine use of light and shadow. The camera work by John Alton is top-notch, as is the score by Franz Waxman. The cast includes many veteran players, as well as Peggie Castle in her memorable performance as Charlotte Manning. All in all, this is one of the finest private eye films ever made. Biff Elliott and Haary Essex should have received more opportunities. I have always treasured this film.",10,1,train
"Until today I had never seen this film. Its was filmed on the sets of the Old Dark House and Frankenstein and concerns a small Bavarian village where supposedly giant bats are sucking the blood of the villagers.<br /><br />Frankly its a damn good movie that has atmosphere to spare and a cast that won't quit, Lionel Atwill, Dwight Frye, Faye Wray and Melvin Douglas playing a character named Brettschnieder which is of interest to me since that was my great grandmother's maiden name.<br /><br />This is a carefully modulated film that has suspense and witty one liners that slowly builds for its brief running time, only going astray when about ten minutes before the end they realized they had limited time to wrap everything up. From that point to the end its a straight run to the finish with very little of the fun that preceded it.<br /><br />Leonard Maltin and IMDb list a running time of 71 minutes and warn of shorter prints. The trouble is that IMDb and Maltin can be wrong, and in this case I think they are since a source I trust more says the full running time is 67 minutes (The Overlook Film Encyclopedia) Quibbling about this I know is insane but since most prints that are available tend to run around 60-63 minutes the amount of missing material is considerably less if its only 67 minutes long. Personally I think it won't matter that much since its at most five minutes and I doubt very much it will make or break the film.<br /><br />What ever the running time , if you like creaky old films, do, by all means do, watch this movie, its a great dark and stormy night film.",8,1,train
"Ahista Ahista is one little small brilliant. I started watching it, and at the beginning I got a little bored since the pacing was slow and the main idea of one guy meeting a girl who is lost was not really new. But as the film went on, I started getting increasingly and gradually engaged by the film, the fantastic writing and the charming romance. The film was extremely simple and natural and after some time I felt I was watching a real documentation of one guy's life. There's one very good reason the film got this feel, and it's the fresh talent called Abhay Deol. He is extremely convincing as the simple, kind-hearted and struggling Ankush, whose new love motivates him to make amends and fight for a better life. Throughout the film, he is presented as an ordinary mischievous prankster, but also as a helping and loving person, who, like anyone else will do anything to protect his love. Deol portrays all the different shades of his character, whether positive or negative, naturally and with complete ease.<br /><br />Shivam Nair's direction is very good. His depiction of the life of people in the rural neighbourhood is excellent, but what gets to be even more impressive is his portrayal of Ankush's relationships with the different people who surround him, including his friends and his love interest Megha who he is ready to do anything for. I also immensely liked the way Nair portrayed his interaction with his friend's loud and plump mother whom he calls 'khala' (aunty). He likes to drive her crazy and annoy her on every occasion, yet we see that she occupies a very special place in his heart and is like a mother-figure to him as evidenced in several scenes. Except for Abhay, the rest of the cast performed well. Though Soha Ali Khan did not stand out according to me, she was good and had some of her mother's charm. The actors who played Ankush's friends were very good as was the actress who played Ankush's 'khala'.<br /><br />Apart from the performances, the film's writing was outstanding. The dialogues were sort of ordinary yet brilliant, and the script was also fantastic. That's mainly because despite a not-so-new story it was never overdone or melodramatic and there were no attempts to make it look larger-than-life. The film's biggest weakness was Himesh Reshammiya's uninspiring music which was unsuitable for this film. Otherwise, Ahista Ahista was a delightful watch and it got only better with every scene. The concept may not be new, but the film manages to look fresh and becomes increasingly heartwarming as the story goes by. The ending was bittersweet, kind of sad yet optimistic. In short, this movie really grows on you slowly, and this can be easily attributed to the wonderful writing, the moving moments, the charming romance, the realistic proceedings, and of course Abhay Deol's memorable performance.",8,1,train
"I saw this movie on Thursdays night after having a really boring day. I had no expectations, those I had were rather negative. Being that the only movie I've ever watched Jimmy in is the American version of Taxi with Queen Latifah(?)...don't ask why! But seriously..this movie is so cute! Drew Barrymore is always sweet, but I almost fell in love with Fallon's character. Why can't I meet a cute nerd like that. :) Movies like that are excellent. Simple, sweet and necessary. Sunday on a Thursdays. I'm not even a sports fan, but it's something about American movies with baseball that fascinates me. Probably the fact that we don't have that sport here in Norway.<br /><br />(My first comment ever.) Haha",7,1,train
"I felt this movie was as much about human sexuality as anything else, whether intentionally or not. We are also shown how absurd and paradoxical it is for women not to be allowed to such a nationally important event, meanwhile forgetting the pasts of our respective ""advanced"" nations. I write from Japan, where women merely got the right to vote 60 years ago, and female technical engineers are a recent phenomenon. Pubs in England were once all-male, the business world was totally off-limits for women in America until rather recently, and women in China had their feet bound so they couldn't develop feet strong enough to escape their husbands. Iran is conveniently going through this stage in our time, and we get a good look at how ridiculous we have all looked at one time or another. Back to the issue of sexuality, we are made to wonder what it may be intrinsically about women that make them unfit for a soccer game (the official reason is that the men are bad). Especially such boyish girls, a couple so much so that you even get the feeling that lesbianism is on the agenda as well. I think one point is that not all women are the same, and the women the police are trying to ""protect"" are not the ones who would try to get in in the first place. The opening scenes of the approach to the stadium makes you appreciate the valor of the young women trying to get in -- and each one separately -- at all. It is a brutish man's world. Any woman brave enough to try to go should be allowed! The world of sexuality is not one-size-fits-all.<br /><br />Meanwhile, the apprehended criminal girls bond inside the makeshift pen awaiting their deportation to who-knows-where, and in a much more subtle way, begin to bond with the guards keeping watch over them. These had definite ideas about women and femininity, which were being challenged head-on. The change in attitude is glacial, but visible.<br /><br />Since the movie is pure Iran from the first moment, it takes a little easing-into for the foreigner, but the characters have a special way of endearing themselves to you, and you end up getting the whole picture, and even understanding the men's misunderstandings and give them slack. The supposed villain is the unseen patriarchy of the Ayatollahs, which remain unseen and unnamed, and likely unremembered.<br /><br />Knowing that this movie was filmed during the actual event of the Iran-Bahrain match gives me a feeling of awe for all involved.",10,1,train
"but I want to say I cannot agree more with Moira.<br /><br />What a wonderful film.<br /><br />I was thinking about it just this morning, wanting to give advice to some dopey sod who'd lost money on his debit card through fraud, and wanted to say 'Keep thy money in thine pocket' and realised I was talking like James Mason.<br /><br />Even tho he didn't say those words, I still think he would! I've never forgotten 'Are ye carrying?' in his reconciliation with his son, Hywel Bennet: 'Always have money in thine pocket!' Good advice.<br /><br />Not enough kids have fathers with such unforgiving but well-meant attitudes any more. Or any father at all.<br /><br />It would be a good thing for us to reinstate 'thee', 'thy' and 'thine' in our language to show we care. It is only the same as 'tutoyer' in French or 'du' in German.<br /><br />Addendum: I just realised that a lot of my remarks were about James Mason in The Family Way!<br /><br />I think it's because I mixed up Susan George with Hayley Mills. Well, easy mistake.<br /><br />I stand by the comments tho'.<br /><br />And Spring and Port Wine is so very similar to The Family Way.<br /><br />When you took a girlfriend to the pictures in those days, you really had something to say and talk about afterwards, something that affected your knowledge of the world and your personal development.<br /><br />Theatrical experiences are almost real, and they are important in helping young people to grow up.<br /><br />It doesn't happen now, I think, that teenagers can just go to the pics like we did.",10,1,train
"Joan Fontaine stars as the villain in this Victorian era film. She convincingly plays the married woman who has a lover on the side and also sets her sights on a wealthy man, Miles Rushworth who is played by Herbert Marshall. Mr. Marshall is quite good as Miles. Miss Fontaine acted her part to perfection--she was at the same time cunning, calculating, innocent looking, frightened and charming. It takes an actress with extraordinary talent to pull that off. Joan Fontaine looked absolutely gorgeous in the elegant costumes by Travis Banton. Also in the film is Joan's mother, Lillian Fontaine as Lady Flora. I highly recommend this film.",10,1,train
"I love this movie and have seen it quite a few times over the years. It does get better with every viewing. I agree with all of the positive reviews here. Yes, it's gritty and brutally realistic as life on the prairie was in those days. I found myself doing commentary as I watched it. Someone on here said Rip Torn was miscast. I couldn't disagree more. He is brilliant as the dour, miserly Clyde Stewart who says little and works like a slave/workhorse. Conchatta Farrell is fantastic as the widowed Elinor, whom Clyde hires as a housekeeper/cook (along with her 7 old daughter). Lilia Skala is excellent as distant neighbor called grandma. Also a star is the stark Montana prairie. It is both beautiful and brutal country in which to settle. There are some scenes that are both repulsive and necessary. No special effects here, what you see is real! It even has a terrificly perfect music score and a great script. Once you see Heartland, you'll never forget it. It deserves all the 10s it gets here.",10,1,train
"Although she is little known today, Deanna Durbin was one of the most popular stars of the 1930s, a pretty teenager with a perky personality and a much-admired operatic singing voice. This 1937 was her first major film, and it proved a box-office bonanza for beleaguered Universal Studios.<br /><br />THREE SMART GIRLS concerns three daughters of a divorced couple who rush to their long-unseen father when their still-faithful mother reveals he may soon remarry--with the firm intention of undermining his gold-digger girlfriend and returning him to their mother. Although the story is slight, the script is witty and the expert cast plays it with a neat screwball touch. Durbin has a pleasing voice and appealing personality, and such enjoyable character actors as Charles Winninger, Alice Brady, Lucile Watson, and Mischa Auer round out the cast. A an ultra-light amusement for fans of 1930s film.<br /><br />Gary F. Taylor, aka GFT, Amazon Reviewer",7,1,train
"This is one of my favourite martial arts movies from Hong Kong. It is one of John Woo's earliest films and one of only a few traditional martial arts movies he directed. You can see his influences from working under Chang Cheh in this film. The action is good, the fight choreography is conducted by Fong Hak On who appears as one of the bad guys in the movie. It stars Wei Pei of ""Five Venoms"" fame and a whole host of faces familiar to fans of Golden Harvest and Shaw Brothers productions. The story line is interesting, there are a few decent plot twists and the build up of the characters and their relationships with each other is cleverly done. This film has only had a VHS release in the UK. Media Asia have released a region 3 DVD and there are versions of it on DVD available from the USA. The film is lovely to watch in either it's original language or in it's English dubbed version. I highly recommend this movie.",10,1,train
"Having not seen all the films released in 2002, I can't say that this is the best film of the year. I can say that it is the best film I have seen all year. <br /><br />Most American films featuring black people either obsess over the American preoccupation with ""race relations"", or fall into the cliches of the inner city ghetto, with every sterotype imaginable spouting ebonic-phrased slang. Antwone Fisher stands proudly alone in this regard: race is irrelevant, save for one fight that may, or may not, have been provoked by a racial slur.<br /><br />Antwone Fisher's story is one that should find resonance with any empathic individual. He is understatedly, and thoughtfully, portrayed by Derek Luke. Denzel Washington, while obviously using his star power to have the film made, sticks to the background for the most part, and allows the film to be the Antwone Fisher story. <br /><br />At a time when BET, and popular culture in general want to maintain the ghetoization of a large number of Americans (and Canadians too, you know), this is a film that speaks to the humanity in all of us. I just hope that the non-Black audience will go see this film for that humanity, rather than avoiding it because they feel that there are no characters or actors in the movie whom they can identify with. That would be a sad commentary on race-relations in North America in and of itself. <br /><br />",9,1,train
"It's sort of crazy, but I taped from TCM both, this german version of MGM's ""Anna Christie"", and the english one...but I got to see this one first, 'cos I'd heard that many people thought it was better than the english version.<br /><br />Without having seen the other one, I cannot compare them, but anyway this is an excellent early talkie, with a straight-from-the-heart performance by Garbo. She looks very beautiful in this film, her face shines throughout, especially when Cameraman William Daniels, gets those gorgeous close-ups of her.<br /><br />The atmosphere of the film seems different from the regular MGM stuff made on that era, it looks very similar to french or german expressionistic films from the thirties, well it was directed by a great french director, Monsieur Jacques Feyder, who had directed Garbo in 1929 in ""The Kiss"".<br /><br />Theo Shall is excellent and gives an absolutelly believable performance as Anna's sweetheart, the hard-boiled, tough, sailor, who's just a kid in man's body. Also Hans Junkermann gives a very fine performance, as Anna's alcoholic father and Salka Viertel too, as a good-hearted old cheap floozie.<br /><br />In all quite an experience, because it's the only film were you can listen to Garbo speak in a foreign language...'cos all the other films she did in either Sweden or Germany, were during the Silent Era.<br /><br />Serious Flick.",8,1,train
"As far as horror flicks go, this one is pretty darn good. While it may not be a classic tale of horror and suspense, it does provide many quality chuckles that make this movie a must see if you're into the horror/comedy genre.",9,1,train
"Karloff and Lugosi - Together again! This is one of those films that casual fans will pass over and tend not to appreciate as much. It's not an all-out horror film like the duo's previous two hits, The Black Cat and The Raven. But, it is very worthy of both's talents and is a fun film when re-visited.<br /><br />The Invisible Ray was directed by Lambert Hillyer, a director who mainly made westerns, but curiously in these final days of the Laemmles' reign at Universal, he found himself helming this and the Laemmles' final horror film, Dracula's Daughter. Both are crisp, clean-cut fantasies that are very light on horror content despite the fantastic elements.<br /><br />Just as Lugosi went wild in The Raven, much needs to be said of Karloff's hamming in The Invisible Ray. The one aspect of the story that is particularly unsatisfying is that Karloff's character, Rukh, acts so madly before he is poisoned by Radium X, that there really isn't much of a change once he starts glowing. This is very similar to the complaint people have about Jack Nicholson in The Shining - He's basically a loony right from the start. There isn't any real transformation. Same here. Halfway through Karloff simply has an added purpose for revenge in his mind. I still enjoyed his performance, though, just as I did Lugosi's over-the-top antics in The Raven.<br /><br />Meanwhile, Lugosi completely surprises you and gives a restrained, and thoughtful turn as Rukh's rival in science, Dr. Benet. Lugosi also has some of the best lines in the film, including a memorable warning to the police trying to catch Rukh, of which I am in alignment with horror film writer John Soister on - ""And if he (Rukh) touches anyone?"" the inspector inquires. Lugosi hesitatingly replies, in a way that only Lugosi could deliver, ""They die"". Just as Lugosi could be so off, he could also be more perfect than any actor. This is one of those moments.<br /><br />Therefore, Karloff and Lugosi's interactions are all very good as we get the mad antics of Karloff pared off against the cool logic of Lugosi. Karloff would go on to play similar mad scientists many times, however, one wishes Lugosi would have gotten to play more straight roles like this one. He only had one more chance (Ninotchka).<br /><br />The Invisible Ray is a fun film, and a real treat to the true Karloff and Lugosi fans. It is one of those films that improves on each viewing, not because it is a masterpiece, but because of the charisma and talent of its' stars and how this story complements the darker, more horrific pairings they had. The special effects, by the always innovative John Fulton, are terrific and the supporting actors are all adequate. Frances Drake looks as beautiful as she did in Mad Love and plays a strong woman, something seldom seen in classic horror films. The scene in the end when Karloff stalks her and she doesn't scream is one of the most haunting moments of the film. A terrific, fun film!",7,1,train
"""Thieves and Liars"" presents us with a very naturalistic depiction of the levels of corruption that affect many Puerto Ricans and force them to make difficult if not impossible choices about their and their loved ones' lives. The cast is excellent, considering that some are non-professional actors; an excellent choice that augments the level of reality in the film. The photography propels the story without intrusion, as it should be in this type of film. The script captures the idiosyncrasies and attitudes of the ""Boricuas"" in a very deep way. Sometimes it feels like you're watching a documentary! Watching this film you feel as if you've secretly entered the real Puerto Rican society and stand invisibly watching it implode. I loved it!",9,1,train
"Letters with no destination end up in another world found in the back rooms of the post office. Here, Alice manages to land a job in hope of finding her lost father. What she does discover is the tormented soul of her boss, Frank. A quiet little Aussie flic that came and went at the cinema. Now you find it in the deep dark corner of the video shop, overshadowed by fifty copies of that dreaded GODZILLA film. It's a shame because this turned out to be a satisfying film telling a brave tale with strong simple images and effective performances from the two leads. This film succeeds where Garry Marshall's other dead letter office flic DEAR GOD (1996 - USA) failed, and comes close to the brilliance of, not the Kevin Costner turkey, but He Jianjun's POSTMAN (1995 - China).",8,1,train
"I grew up with H.R. Pufnstuff and the dashingly talented Jack Wild and now my daughters are adoring fans of Jack Wild too. This movie is exactly what movies should be: fun and entertaining. This movie is not limited to children either. A lot of the dialogue is directed to adults and Witchiepoo's performance is something you do not want to miss. The music in this movie suited Jack Wild and Mama Cass beautifully. And as a Jack Wild fan, I would never miss the chance to watch him dance or hear him sing. Knowing the hard life that Jack had now makes this movie even more wonderful especially when he sings the opening song ""If I Could"". It makes me pause in loving adoration for him for giving me wonderful childhood memories that I am now passing on to my children. Let's all go to Living Island where there is friendship and fun! And keep Jack Wild's memory alive by passing Pufnstuff on to others.",10,1,train
"This movie was released by Roger Corman, so you know that the filmmakers didn't have much money to work with.<br /><br />Although, some viewers may miss the subtleties in this movie because of the very typical ""obsessed killer"" type marketing approach, there are unique differences about this movie.<br /><br />AMANDA, as played by the obviously talented Justine Priestley, is a complex character. Some people like these movies precisely because the violence can seem random, but here the ramifications of past abuse (dealt with in a realistic but tasteful manner) are what shape the psychosis of AMANDA. Surprisingly, Amanda redeems herself at the end with an act of love, where most of these movies turn into the typical, all out fight to the death and the evil character dies just as evil in the end as to begin with.<br /><br />Some rough edges in this picture, but I have to give it 7 out of 10 stars based on its thoughtfulness and yes, originality as compared to the usual -- especially on a budget.",7,1,train
"Well, I am delighted to hear a rumor that this may finally be issued on DVD. When that will happen, I don't know, but I will grab it when it's released.<br /><br />In my humble opinion, this is Errol Flynn's most entertaining film, especially when ""Gentleman Jim"" Corbett's ring career begins in the film. Then it goes from a good film to a great one.<br /><br />Few people could play arrogant men and still come off as a likable good guy as well as Flynn could and this film is a perfect example of that. Reportedly, this was Flynn's favorite role and I believe that. You can just sense how much fun he was having here. Ward Bond also looks like he was really enjoying his role playing the famous John L. Sullivan. Bond, too, was never better.<br /><br />There is just the right amount of action boxing scenes in here and they are pretty well done, too. Corbett's family is fun to watch, too, as they carry on in the stands during Jim's matches. Out of the arena, Corbett's family's constant arguments and yelling can get a little too loud and annoying but they set the stage for a fitting conclusion.<br /><br />And speaking of the conclusion, Sullivan's speech to Corbett after the big fight is very touching and the highlight of the film. Some mean-spirited critics (Variety, for example) didn't like that ending nor the fact that much of the film is fictionalized but - duh - most films are fictionalized, like it or not. And, in this case, it made for a nice story and nice ending. (In real life, Corbett was a very soft-spoken true gentleman, not anything like Flynn's portrayal, but Flynn still make him a good guy.)<br /><br />This is one of the more entertaining classic films I have ever watched and I eagerly wait for the DVD.",10,1,train
"I haven't written a review on IMDb for the longest time, however, I felt myself compelled to write this! When looking up this movie I found one particular review which urged people NOT to see this film. Do not pay any attention to this ignorant person! NOTHING is a fantastic film, full of laughs and above all... imagination! Aren't you sick and tired of being force fed the same old cycle of bubble-gum trash movies? Sometimes a film like NOTHING comes along and gives you something you have never seen before. I don't even care if you dislike (even hate) the movie, but no one has a right to discredit the film. IMDb has a monumental impact on reputations and no negative review should discredit the film like that. Just say you hate it and why you hate it... but don't try to tell people that they shouldn't watch it. We have minds of our own and will make up our own minds thank you.<br /><br />If my judgment is any good, I'd say that more people will enjoy this movie as opposed to those who hate it.<br /><br />Treat your mind to a bit of eye-candy! See NOTHING!",8,1,train
"I was born in 1982. Most of my childhood memories are in the extreme late 80's and 90's. I watched the Groove Tube for the first time in 2001, when I was 19.<br /><br />And I found it hilarious.<br /><br />So for anybody who thinks that something ""dated"" can't be quite funny 30 years later....think again! It's funny even if you have no idea what the 70's were like, and the thought of bell-bottom pants make you cringe. Who can argue with a Bozo the Clown type who reads adult literature? There is plenty to laugh at. The scrotal puppet show at the end is the best.",9,1,train
I have to say I quite enjoyed Soldier. Russell was very good as this trained psychopath rediscovering his humanity. Very watchable and nowhere near as bad as I'd been led to believe. Yes it has problems but provides its share of entertainment.,7,1,train
"New York I Love You is full of love and power. Not for everybody, however, but is a beautiful movie.<br /><br />It has the likes of Shia LaBeouf (seen in Transformers, Disturbia, Charlies Angels, I Robot, Indiana Jones, and many more), Maggie Q, Kevin Bacon, Blake Lively, Natalie Portman, and many more. With a star-studded cast, this movie is without a doubt, brilliant.<br /><br />From many top-notch directors around the world, it does not fail to impress. The diversity from one story to another is creative and unique.<br /><br />It is safe to say that New York I Love You is a popcorn movie, and should be watched on a BIG TV! This time, trust the IMDb rating, because it is an excellent film.<br /><br />Eagerly waiting Shanghai I Love You in 2010. <br /><br />Watch NY ILY, you won't be disappointed.",10,1,train
"I saw this movie once as a kid on the late-late show and fell in love with it.<br /><br />It took 30+ years, but I recently did find it on DVD - it wasn't cheap, either - in a catalog that specialized in war movies. We watched it last night for the first time. The audio was good, however it was grainy and had the trailers between reels. Even so, it was better than I remembered it. I was also impressed at how true it was to the play.<br /><br />The catalog is around here someplace. If you're sincere in finding it, fire me a missive and I'll see if I can get you the info. cartwrightbride@yahoo.com",10,1,train
"This is a pretty strange movie. It does comes across as an exploitation film with over-the-top violence and unrealistic situations, but unusual for being constructed around rural characters at war with each other, as opposed to an invading 'other'.<br /><br />The movie is an excessive stereotype of Vietnam veterans, in a long line of films that portrayed the vets of that war as dangerous psycopaths. Kris Kristofferson's last line is 'I ain't lost a war yet', as he meets his demise after wreaking a long trail of murder and destruction, including the town's chief of police and his brother's girlfriend in a particularly chilling scene. However, Kristofferson is a good enough actor, and charismatic enough, to carry this villain with a surprising depth. Vincent is clearly the golden boy, but with enough intensity layered over his clean cut goodness. The movie bears some plot resemblance to Winchester 73 where Jimmy Stewart tries to tolerate a criminal brother until being forced to act against him.<br /><br />The movie has b-movie grade action, though the presence of Kristofferson, Vincent, a gorgeous Victoria Principal and Bernadette Peters give it an A-grade lineup.<br /><br />I give it a 7 for being a long lost view into an American psyche of post-Vietnam/pre-Reagan introspection, paranoia, and confusion, and a movie industry that was willing to address such topics at that time.<br /><br />Seen on the THIS channel, a great network that keeps playing lots of old movies of the 70s through 90s, regardless of political bent.",7,1,train
"I really liked this movie. I have seen several Gene Kelly flicks and this is one of his best. I would actually put it above his more famous American in Paris. Sometimes it seems the story gets lost in Gene Kelly movies to the wonderful dance and song numbers, but not in this movie. It is definitely worth renting.",8,1,train
"A fragment in the life of one of the first female painters to achieve historical renown, ""Artemisia"" tells the true story of a young Italian woman's impassioned pursuit of artistic expression and the vicissitudes she encounters. The film features sumptuous costuming and sets and a good cast and acting. However, it is muddled in its attempt to depict the esoterics of the art and the time and is uninspired in its representation of the passion of the artist as painted on canvas and explored through her involvements with men. A good film for those interested in renaissance painting or period films.",7,1,train
"This show is good. I like the acting, funny bits and the cuteness of it. The actors, Lee Pace, Ann Friel... etc, they all did great in the show. The show started off great with its funny, illogical basic idea of bringing dead people back in the first series and honestly, as what people said, the first few episodes of the second series were a bit of a let down but it later came back looking good anyway. And now I really hate the fact that it's going to be cancelled. Why doesn't ABC just let it finish until the very end when all the episodes are already done?? I really wanna know how the story's going to be. I think it should be given a chance as there're still so many viewers who love it.",8,1,train
"LES CONVOYEURS ATTENDENT was the first film I saw in 2000 and I doubt I'll see a better one this year. This beautiful tragicomedy by Belgian filmmaker Benoît Mariage is set in the industrial wastelands of Wallonia. Benoît Poelvoorde plays a father who desperately wants his son to win a car (a Lada!) for him. To do this the son has to break the record opening doors. What the father actually wants his for his son to be someone, because he himself has never made it further as the reporter of local news for a newspaper ironically called L'Espoir (Hope). Of course nothing works out as planned. This film can best be compared to Aki Kaurismäki's DRIFTING CLOUDS, although it is more dramatic and the humour is darker. Just like in that film however the tone is more melancholic than depressing and the ending upbeat, without being unrealistically happy. The humour is absurd, without making the plot unbelievable, and Mariage finds stunning images in the bleak settings that never seem artificial. The best thing about LES CONVOYEURS ATTENDENT is the acting by Poelvoorde. This actor shot to fame with the also brilliant cult-classic C'EST ARRIVÉ PRÈS DE CHEZ VOUS in which he played the charismatic hitman Ben. Since then he only played two small roles in films that were not released in the Netherlands, because, as he said in an interview, he was not convinced of his own acting capabilities and all the roles he was offered were reprises of the Ben character. With his return to a leading role in LCA there should be no doubt anymore about his acting. He's simply brilliant as a man stupid and evil enough to put his family in misery, but smart enough to realize what he's done and be torn by remorse about it. A must see.",9,1,train
"I loved this movie. I knew it would be chocked full of camp and silliness like the original series. I found it very heart warming to see Adam West, Burt Ward, Frank Gorshin, and Julie Newmar all back together once again. Anyone who loved the Batman series from the 60's should have enjoyed Return to the Batcave. You could tell the actors had a lot of fun making this film, especially Adam West. And I'll bet he would have gladly jumped back into his Batman costume had the script required him to do so. I told a number of friends about this movie who chose not to view it... now they wished they had. I have all of the original 120 episodes on VHS. Now this movie will join my collection. Thank You for the reunion Adam and Burt.",9,1,train
"Poor Ivy: Though to the manner born, she had the bad luck to marry a charming wastrel (Richard Ney). As the movie is set in the 20s or 30s, when rigid Victorian ideas of class were starting to fray at the edges, this uncertain status vexes her unduly. The Gretorexes (for so they are called) don't know where their next shilling is coming from but there are yachting parties and fancy-dress balls in posh pleasaunces aplenty to tempt her. When Ivy (Joan Fontaine) makes the acquaintance of a wealthy older gent (Herbert Marshall, who must have been born middle-aged), she sets one of her extravant chapeaux for him. Luckily, one of the beaux she still strings along (Patric Knowles) is a physician whose consulting rooms provide a cache of poison, with which she bids her hubby farewell. The fact that it implicates Knowles doesn't phase her a bit, even as the hours trickle by until he should be hanged by the neck until dead. The turning of the plot depends on police inspector Sir Cedric Hardwicke; Knowles' mother (the redoubtable Lucile Watson); and Knowles' loyal housekeeper (Una O'Connor). Sam Wood adds some subtle touches to this well above average melodrama; Fontaine's luminous face supplies the rest.",7,1,train
"This show is freaking hilarious! the jokes are original, god and i Love Eric and Kelso! yeah i know what they say, after the 8th season it's not funny anymore because Eric and Kelso are no longer in the show, and Randy is a real dumbass. Randy is, comparing to Eric and Kelso. <br /><br />you cant take the funniest characters and switch em with ""I'm a cool guy"" kind of guy (Randy). it isn't his fault anyway, but the writers are trying to keep the 8th season funny, it's still is, not as much as the earlier seasons, but its alright.<br /><br />the 360's are awesome, the circle, Red is a real kind of mental-abusing dad :) and kitty is always half-high half-pie. Hyde tries to be cool all the time, he has his moments too. the least favrioutes characters are Jackie and Donna. they're cool, but not without Kelso and Eric.<br /><br />great show. Dumbass!",10,1,train
"Prison is not often brought up during conversations about the best eighties horror films, and there's a good reason for that because it's not one of the best...but as you delve past the classic films that the decade had to offer, this is certainly among the best of the lesser known/smaller films. The film does have some connection to blockbusters; for a start it's an early directorial effort for Renny Harlin; the capable director behind a number of action films including Die Hard 2, Cliffhanger and Deep Blue Sea; and secondly we have an early role for Lord of the Rings star Viggo Mortensen. The film is not exactly original but the plot line is interesting. We focus on a prison that has been reopened after a number of years. This was the prison where a man named Charles Forsyth was sent to the electric chair after being framed by the prison's governor. Naturally, the spirit of the dead man is not resting in peace; and when the old execution room is reopened, the spirit of the dead convict escapes for vengeance.<br /><br />The film is not exactly The Shawshank Redemption, but it does take care to build up its various characters and while the main point of the film is always the horror, the prison drama behind it all does make for an interesting base. This is a good job too because other than the basic premise, the film doesn't really have a 'plot' to go from and we solely rely on the interaction between the characters to keep things interesting. The horror featured in the film is at times grotesque but it's never over the top, which might actually be the reason why this film is seldom remembered, being released in a decade of excess. The murders themselves are rather good and imaginative, however, and provide some major highlights. As the film goes on, we start to delve more into the back-story of the vengeful convict's ghost and while it's fairly interesting, some things about it don't make sense and it drags the film down a little. Still, everything boils down to an exciting climax and overall I have to say that Prison is a film well worth tracking down.",7,1,train
"the one and only season has just aired here in Australia and i thought it was absolutely brilliant! i love it! all the story lines are so good! and its a much more realistic view on teen and family life today. yet it still kept strong family values of sticking together and being there for each other. their problems were real, and it really drew you into the show. the show is basically about this family called 'the Days' and their lives. the family consisted of Abby Day (mum), Jack Day (dad), Natalie Day (sporty daughter), Cooper Day (outsider son), and Nathan Day (boy genius son). each episodes a day of their life, with coopers perspective on things throughout it. i loved cooper his insight through out the show was just great. he was by far my favorite character. it ended with so many things it could've continued with, I'm really sad another season wasn't made. it was a great show I'm gonna miss it.",10,1,train
"Police Story is a stunning series of set pieces for Jackie Chan to show his unique talents and bravery. Some of the stunts here are among Jackie's best and most dangerous the whole mall fight finale is probably Jackie's greatest single fight sequence, more brutal and less comedic then say Project A or Drunken Master at the end of the fight you can almost feel the pain of the impact.<br /><br />But unfortunately the rest of the film doesn't hold up to this quality as it is a rather formulaic cop thriller with some comedy elements. I always prefer JC in films such as Project A where his natural comic talents shine through. In the serious confines of some elements of Police Story it just doesn't work for me. Having said that though this is still up there with Jackies best films due to the incredible stunt work and sheer spectacle.<br /><br />As usual with Hong Kong films avoid the English dubbed DVD version as it is truly awful stick with the subtitles.<br /><br />Great stunts, OK movie a fine starting point if you've not seen a JC movie before and well worth a watch for any movie fan 7/10",7,1,train
Although DiG! was being hailed as being closest to what the music industry is like it is highly fabricated. The director has misled the audience into believing the Brian Jonestown Massacre disappeared off the face of the earth post-'98. And the rivalry between the Dandy Warhols and Jonestown has been milked. The truth of the matter is not really exposed in this film.<br /><br />That said this film is endlessly quotable and is an interesting watch as we get a look at two groups of very talented musicians creating their art. One of the best things this film has going for it is a unique perspective between the indie music scene and the larger corporate scene.<br /><br />Recommended mostly for the music and the two fantastic bands.,9,1,train
"So, Fox pulled the plug midway through a drama/mystery...<br /><br />How lame is that? Do they expect us to invest our time in their new shows when there is a realistic risk of never finding out what happens? Why weren't the remaining, already filmed episodes aired in the US? They were broadcast elsewhere.<br /><br />Hey, Fox! Are you listening? This was a great show, but you left us hanging. If you're going to introduce new drama/mysteries, at least air a conclusion before abruptly ending mid-theme. Every time something like this happens (and it seems to happen a lot with you - i.e., Fox), there are more of those who will ""wait and see"" before investing their time. This means you will see an artificially low interest share, and are more likely to end the series. See? It is a vicious cycle. Don't let us down again...",10,1,train
